TQ,DPQ,C,OU,DI,DFT,RD,DFO,DPQ2,C2,TQ2,OU2,DI2,DFT2,RD2,DFO2,DPQ3,C3,TQ3,OU3,DI3,DFT3,RD3,DFO3
0,4,4,2,7,0,7,3,4,4,0,2,7,0,7,3,4,4,0,2,7,0,7,3
0,1,3,0,19,1,18,1,1,3,0,0,18,1,17,1,1,3,0,0,17,1,16,1
3,2,3,0,17,11,6,0,2,3,3,0,6,4,2,0,2,3,3,0,2,1,1,0
0,3,1,2,8,0,8,3,3,1,0,2,8,0,8,3,3,1,0,2,8,0,8,3
0,3,4,2,15,1,14,6,3,4,0,2,14,1,13,6,3,4,0,2,13,1,12,6
4,1,2,2,13,11,2,0,1,2,4,2,2,1,1,0,1,2,4,2,1,0,1,0
4,2,0,4,4,3,1,0,2,0,4,4,1,0,1,0,2,0,4,4,1,0,1,0
1,1,1,1,7,2,5,1,1,1,1,1,5,1,4,1,1,1,1,1,4,1,3,0
2,3,4,3,10,5,5,3,3,4,2,3,5,2,3,2,3,4,2,3,3,1,2,1
2,2,2,0,9,4,5,0,2,2,2,0,5,2,3,0,2,2,2,0,3,1,2,0
4,2,0,1,4,3,1,0,2,0,4,1,1,0,1,0,2,0,4,1,1,0,1,0
0,1,1,0,12,1,11,1,1,1,0,0,11,1,10,1,1,1,0,0,10,1,9,0
2,1,4,2,28,14,14,6,1,4,2,2,14,7,7,3,1,4,2,2,7,3,4,1
3,0,1,4,15,10,5,4,0,1,3,4,5,3,2,1,0,1,3,4,2,1,1,0
2,0,1,3,13,6,7,4,0,1,2,3,7,3,4,2,0,1,2,3,4,2,2,1
4,3,1,2,8,7,1,0,3,1,4,2,1,0,1,0,3,1,4,2,1,0,1,0
3,3,2,1,7,4,3,0,3,2,3,1,3,2,1,0,3,2,3,1,1,0,1,0
0,1,1,2,4,0,4,1,1,1,0,2,4,0,4,1,1,1,0,2,4,0,4,1
1,4,0,2,8,2,6,3,4,0,1,2,6,1,5,2,4,0,1,2,5,1,4,2
0,3,3,3,13,1,12,8,3,3,0,3,12,1,11,7,3,3,0,3,11,1,10,6
1,0,0,1,11,3,8,2,0,0,1,1,8,2,6,1,0,0,1,1,6,1,5,1
0,4,3,3,11,1,10,6,4,3,0,3,10,0,10,7,4,3,0,3,10,0,10,6
0,4,2,2,1,0,1,0,4,2,0,2,1,0,1,0,4,2,0,2,1,0,1,0
0,2,2,2,6,0,6,3,2,2,0,2,6,0,6,2,2,2,0,2,6,0,6,2
0,4,2,2,0,0,0,0,4,2,0,2,0,0,0,0,4,2,0,2,0,0,0,0
1,2,2,2,7,2,5,2,2,2,1,2,5,1,4,2,2,2,1,2,4,1,3,1
1,2,0,2,8,2,6,2,2,0,1,2,6,1,5,2,2,0,1,2,5,1,4,2
0,1,1,4,14,1,13,11,1,1,0,4,13,1,12,10,1,1,0,4,12,1,11,9
1,0,1,3,11,3,8,5,0,1,1,3,8,2,6,4,0,1,1,3,6,1,5,3
1,0,0,2,18,5,13,6,0,0,1,2,13,3,10,4,0,0,1,2,10,3,7,3
4,1,4,2,24,21,3,1,1,4,4,2,3,2,1,0,1,4,4,2,1,0,1,0
0,2,3,2,26,2,24,11,2,3,0,2,24,2,22,11,2,3,0,2,22,2,20,9
0,0,0,0,10,0,10,1,0,0,0,0,10,0,10,0,0,0,0,0,10,1,9,0
2,4,3,3,1,0,1,0,4,3,2,3,1,0,1,0,4,3,2,3,1,0,1,0
4,0,4,2,27,24,3,1,0,4,4,2,3,2,1,0,0,4,4,2,1,0,1,0
3,0,0,3,5,3,2,1,0,0,3,3,2,1,1,0,0,0,3,3,1,0,1,0
0,1,4,3,25,2,23,16,1,4,0,3,23,2,21,14,1,4,0,3,21,2,19,13
1,1,1,3,18,5,13,9,1,1,1,3,13,3,10,6,1,1,1,3,10,2,8,5
0,2,1,3,6,0,6,4,2,1,0,3,6,0,6,4,2,1,0,3,6,0,6,4
3,0,1,0,16,11,5,0,0,1,3,0,5,3,2,0,0,1,3,0,2,1,1,0
3,3,0,2,5,3,2,1,3,0,3,2,2,1,1,0,3,0,3,2,1,0,1,0
2,3,3,4,0,0,0,0,3,3,2,4,0,0,0,0,3,3,2,4,0,0,0,0
3,4,4,3,9,6,3,2,4,4,3,3,3,2,1,0,4,4,3,3,1,0,1,0
3,3,3,4,12,8,4,3,3,3,3,4,4,2,2,1,3,3,3,4,2,1,1,0
2,4,2,3,8,3,5,3,4,2,2,3,5,2,3,2,4,2,2,3,3,1,2,1
2,1,1,2,16,8,8,3,1,1,2,2,8,3,5,2,1,1,2,2,5,2,3,1
4,2,2,0,9,8,1,0,2,2,4,0,1,0,1,0,2,2,4,0,1,0,1,0
1,3,4,0,15,4,11,1,3,4,1,0,11,3,8,0,3,4,1,0,8,2,6,0
0,0,0,2,13,1,12,6,0,0,0,2,12,1,11,5,0,0,0,2,11,1,10,4
2,3,0,1,8,3,5,1,3,0,2,1,5,2,3,0,3,0,2,1,3,1,2,0
3,3,3,1,16,11,5,1,3,3,3,1,5,3,2,0,3,3,3,1,2,1,1,0
2,1,4,4,25,12,13,11,1,4,2,4,13,6,7,6,1,4,2,4,7,3,4,3
1,1,3,1,26,7,19,5,1,3,1,1,19,5,14,4,1,3,1,1,14,4,10,2
3,3,4,3,17,11,6,4,3,4,3,3,6,4,2,1,3,4,3,3,2,1,1,0
2,0,1,4,10,5,5,4,0,1,2,4,5,2,3,2,0,1,2,4,3,1,2,1
3,0,3,2,29,20,9,4,0,3,3,2,9,6,3,1,0,3,3,2,3,2,1,0
3,4,4,2,6,4,2,0,4,4,3,2,2,1,1,0,4,4,3,2,1,0,1,0
1,4,0,3,0,0,0,0,4,0,1,3,0,0,0,0,4,0,1,3,0,0,0,0
3,4,3,4,8,5,3,2,4,3,3,4,3,2,1,0,4,3,3,4,1,0,1,0
4,3,1,0,3,2,1,0,3,1,4,0,1,0,1,0,3,1,4,0,1,0,1,0
3,4,1,4,5,3,2,1,4,1,3,4,2,1,1,0,4,1,3,4,1,0,1,0
4,2,3,2,11,9,2,0,2,3,4,2,2,1,1,0,2,3,4,2,1,0,1,0
1,2,0,1,3,0,3,0,2,0,1,1,3,0,3,0,2,0,1,1,3,0,3,0
0,4,1,1,10,1,9,2,4,1,0,1,9,0,9,2,4,1,0,1,9,0,9,2
4,1,3,3,27,24,3,2,1,3,4,3,3,2,1,0,1,3,4,3,1,0,1,0
4,4,1,2,4,3,1,0,4,1,4,2,1,0,1,0,4,1,4,2,1,0,1,0
4,1,3,1,24,21,3,0,1,3,4,1,3,2,1,0,1,3,4,1,1,0,1,0
2,4,1,4,0,0,0,0,4,1,2,4,0,0,0,0,4,1,2,4,0,0,0,0
0,0,3,2,25,2,23,11,0,3,0,2,23,2,21,10,0,3,0,2,21,2,19,9
2,0,0,4,6,3,3,2,0,0,2,4,3,1,2,1,0,0,2,4,2,1,1,0
0,1,1,1,13,1,12,3,1,1,0,1,12,1,11,3,1,1,0,1,11,1,10,2
0,0,1,4,8,0,8,7,0,1,0,4,8,0,8,7,0,1,0,4,8,0,8,7
1,2,0,4,3,0,3,2,2,0,1,4,3,0,3,2,2,0,1,4,3,0,3,2
2,4,2,4,4,2,2,1,4,2,2,4,2,0,2,1,4,2,2,4,2,0,2,1
3,4,3,0,8,5,3,0,4,3,3,0,3,2,1,0,4,3,3,0,1,0,1,0
3,2,2,2,17,11,6,3,2,2,3,2,6,4,2,1,2,2,3,2,2,1,1,0
3,1,3,0,26,18,8,0,1,3,3,0,8,5,3,0,1,3,3,0,3,2,1,0
4,3,4,0,23,20,3,0,3,4,4,0,3,2,1,0,3,4,4,0,1,0,1,0
0,1,2,4,18,1,17,15,1,2,0,4,17,1,16,14,1,2,0,4,16,1,15,13
3,2,2,0,12,8,4,0,2,2,3,0,4,2,2,0,2,2,3,0,2,1,1,0
4,4,2,4,8,7,1,0,4,2,4,4,1,0,1,0,4,2,4,4,1,0,1,0
3,0,0,3,7,4,3,2,0,0,3,3,3,2,1,0,0,0,3,3,1,0,1,0
3,2,3,1,24,16,8,2,2,3,3,1,8,5,3,0,2,3,3,1,3,2,1,0
0,3,3,2,15,1,14,7,3,3,0,2,14,1,13,6,3,3,0,2,13,1,12,5
4,3,2,0,10,8,2,0,3,2,4,0,2,1,1,0,3,2,4,0,1,0,1,0
4,4,3,1,9,8,1,0,4,3,4,1,1,0,1,0,4,3,4,1,1,0,1,0
0,0,2,3,20,2,18,12,0,2,0,3,18,1,17,11,0,2,0,3,17,1,16,11
4,0,2,4,15,13,2,1,0,2,4,4,2,1,1,0,0,2,4,4,1,0,1,0
4,2,4,3,10,8,2,1,2,4,4,3,2,1,1,0,2,4,4,3,1,0,1,0
3,4,3,0,4,2,2,0,4,3,3,0,2,1,1,0,4,3,3,0,1,0,1,0
2,1,2,0,11,5,6,0,1,2,2,0,6,3,3,0,1,2,2,0,3,1,2,0
1,1,3,3,22,6,16,11,1,3,1,3,16,4,12,8,1,3,1,3,12,3,9,6
1,0,0,4,12,3,9,8,0,0,1,4,9,2,7,6,0,0,1,4,7,2,5,4
2,4,0,0,9,4,5,0,4,0,2,0,5,2,3,0,4,0,2,0,3,1,2,0
0,3,3,2,13,1,12,5,3,3,0,2,12,1,11,5,3,3,0,2,11,1,10,5
2,3,4,3,24,11,13,9,3,4,2,3,13,6,7,4,3,4,2,3,7,3,4,2
1,0,0,3,7,2,5,3,0,0,1,3,5,1,4,2,0,0,1,3,4,1,3,2
4,1,1,3,17,15,2,1,1,1,4,3,2,1,1,0,1,1,4,3,1,0,1,0
1,4,4,1,11,3,8,2,4,4,1,1,8,2,6,1,4,4,1,1,6,1,5,1
2,4,3,3,4,2,2,1,4,3,2,3,2,1,1,0,4,3,2,3,1,0,1,0
0,3,1,2,8,0,8,4,3,1,0,2,8,0,8,4,3,1,0,2,8,0,8,4
3,1,2,3,11,7,4,2,1,2,3,3,4,2,2,1,1,2,3,3,2,1,1,0
3,3,4,4,8,5,3,2,3,4,3,4,3,2,1,0,3,4,3,4,1,0,1,0
4,4,1,0,2,1,1,0,4,1,4,0,1,0,1,0,4,1,4,0,1,0,1,0
4,4,1,3,6,5,1,0,4,1,4,3,1,0,1,0,4,1,4,3,1,0,1,0
1,2,0,0,1,0,1,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0
0,1,0,3,5,0,5,3,1,0,0,3,5,0,5,3,1,0,0,3,5,0,5,3
3,4,2,3,5,3,2,1,4,2,3,3,2,1,1,0,4,2,3,3,1,0,1,0
0,4,3,3,0,0,0,0,4,3,0,3,0,0,0,0,4,3,0,3,0,0,0,0
2,0,3,3,27,13,14,9,0,3,2,3,14,7,7,4,0,3,2,3,7,3,4,2
4,1,2,0,23,20,3,0,1,2,4,0,3,2,1,0,1,2,4,0,1,0,1,0
2,1,1,2,13,6,7,3,1,1,2,2,7,3,4,1,1,1,2,2,4,2,2,0
1,1,3,3,20,5,15,10,1,3,1,3,15,4,11,7,1,3,1,3,11,3,8,5
2,3,2,0,4,2,2,0,3,2,2,0,2,1,1,0,3,2,2,0,1,0,1,0
3,4,2,2,6,4,2,1,4,2,3,2,2,1,1,0,4,2,3,2,1,0,1,0
2,1,4,1,29,14,15,4,1,4,2,1,15,7,8,2,1,4,2,1,8,3,5,1
2,1,2,2,12,6,6,2,1,2,2,2,6,2,4,1,1,2,2,2,4,2,2,1
0,2,0,0,10,0,10,1,2,0,0,0,10,0,10,0,2,0,0,0,10,1,9,0
3,3,0,3,3,2,1,0,3,0,3,3,1,0,1,0,3,0,3,3,1,0,1,0
3,4,2,4,7,4,3,2,4,2,3,4,3,2,1,0,4,2,3,4,1,0,1,0
3,0,1,2,15,10,5,2,0,1,3,2,5,3,2,0,0,1,3,2,2,1,1,0
2,4,0,1,3,1,2,0,4,0,2,1,2,0,2,0,4,0,2,1,2,1,1,0
4,3,2,4,13,11,2,1,3,2,4,4,2,1,1,0,3,2,4,4,1,0,1,0
2,2,2,4,16,8,8,7,2,2,2,4,8,4,4,3,2,2,2,4,4,2,2,1
3,3,2,3,14,9,5,3,3,2,3,3,5,3,2,1,3,2,3,3,2,1,1,0
3,3,4,3,13,9,4,2,3,4,3,3,4,2,2,1,3,4,3,3,2,1,1,0
4,4,0,3,4,3,1,0,4,0,4,3,1,0,1,0,4,0,4,3,1,0,1,0
4,3,4,1,22,19,3,0,3,4,4,1,3,2,1,0,3,4,4,1,1,0,1,0
2,4,0,1,1,0,1,0,4,0,2,1,1,0,1,0,4,0,2,1,1,0,1,0
3,0,1,3,10,6,4,2,0,1,3,3,4,2,2,1,0,1,3,3,2,1,1,0
4,0,1,0,14,12,2,0,0,1,4,0,2,1,1,0,0,1,4,0,1,0,1,0
0,1,2,2,17,1,16,8,1,2,0,2,16,1,15,7,1,2,0,2,15,1,14,7
2,2,4,1,18,9,9,2,2,4,2,1,9,4,5,1,2,4,2,1,5,2,3,0
2,1,1,0,13,6,7,0,1,1,2,0,7,3,4,0,1,1,2,0,4,2,2,0
3,1,3,1,21,14,7,2,1,3,3,1,7,4,3,0,1,3,3,1,3,2,1,0
2,0,2,0,19,9,10,0,0,2,2,0,10,4,6,0,0,2,2,0,6,3,3,0
4,3,1,1,5,4,1,0,3,1,4,1,1,0,1,0,3,1,4,1,1,0,1,0
1,0,3,4,29,8,21,18,0,3,1,4,21,6,15,13,0,3,1,4,15,4,11,9
2,0,2,3,26,13,13,9,0,2,2,3,13,6,7,4,0,2,2,3,7,3,4,2
4,1,4,3,14,12,2,1,1,4,4,3,2,1,1,0,1,4,4,3,1,0,1,0
4,0,2,3,19,17,2,1,0,2,4,3,2,1,1,0,0,2,4,3,1,0,1,0
1,0,3,0,27,8,19,1,0,3,1,0,19,5,14,1,0,3,1,0,14,4,10,1
1,4,0,2,8,2,6,2,4,0,1,2,6,1,5,2,4,0,1,2,5,1,4,1
0,4,2,0,6,0,6,0,4,2,0,0,6,0,6,0,4,2,0,0,6,0,6,0
0,1,4,2,23,2,21,10,1,4,0,2,21,2,19,9,1,4,0,2,19,1,18,9
2,1,0,4,2,0,2,1,1,0,2,4,2,1,1,0,1,0,2,4,1,0,1,0
3,3,3,0,15,10,5,0,3,3,3,0,5,3,2,0,3,3,3,0,2,1,1,0
1,0,3,4,23,6,17,15,0,3,1,4,17,5,12,10,0,3,1,4,12,3,9,8
1,1,4,0,28,8,20,1,1,4,1,0,20,5,15,1,1,4,1,0,15,4,11,1
1,0,1,1,18,5,13,3,0,1,1,1,13,3,10,2,0,1,1,1,10,2,8,2
1,4,3,1,12,3,9,2,4,3,1,1,9,2,7,2,4,3,1,1,7,2,5,1
1,2,3,4,20,5,15,13,2,3,1,4,15,4,11,9,2,3,1,4,11,3,8,7
1,2,2,3,7,2,5,3,2,2,1,3,5,1,4,2,2,2,1,3,4,1,3,2
3,4,1,4,6,4,2,1,4,1,3,4,2,1,1,0,4,1,3,4,1,0,1,0
4,2,0,0,8,7,1,0,2,0,4,0,1,0,1,0,2,0,4,0,1,0,1,0
2,2,2,3,14,6,8,5,2,2,2,3,8,4,4,2,2,2,2,3,4,2,2,1
3,4,0,2,12,8,4,2,4,0,3,2,4,2,2,0,4,0,3,2,2,1,1,0
1,3,4,1,9,2,7,2,3,4,1,1,7,2,5,1,3,4,1,1,5,1,4,1
1,2,2,3,8,2,6,4,2,2,1,3,6,1,5,3,2,2,1,3,5,1,4,2
1,4,4,4,1,0,1,0,4,4,1,4,1,0,1,0,4,4,1,4,1,0,1,0
3,1,4,4,18,12,6,5,1,4,3,4,6,4,2,1,1,4,3,4,2,1,1,0
0,0,1,3,16,1,15,10,0,1,0,3,15,1,14,9,0,1,0,3,14,1,13,9
4,4,0,2,5,4,1,0,4,0,4,2,1,0,1,0,4,0,4,2,1,0,1,0
4,4,1,3,3,2,1,0,4,1,4,3,1,0,1,0,4,1,4,3,1,0,1,0
0,0,3,0,28,2,26,2,0,3,0,0,26,2,24,2,0,3,0,0,24,2,22,2
0,1,3,3,26,2,24,16,1,3,0,3,24,2,22,15,1,3,0,3,22,2,20,13
4,0,1,0,11,9,2,0,0,1,4,0,2,1,1,0,0,1,4,0,1,0,1,0
0,3,4,1,24,2,22,6,3,4,0,1,22,2,20,5,3,4,0,1,20,2,18,5
2,2,1,3,6,2,4,2,2,1,2,3,4,1,3,2,2,1,2,3,3,1,2,1
2,2,3,3,13,6,7,4,2,3,2,3,7,3,4,2,2,3,2,3,4,2,2,1
2,0,0,4,5,2,3,2,0,0,2,4,3,1,2,1,0,0,2,4,2,1,1,0
0,1,1,1,5,0,5,1,1,1,0,1,5,0,5,1,1,1,0,1,5,0,5,1
1,4,4,3,13,3,10,6,4,4,1,3,10,2,8,5,4,4,1,3,8,2,6,4
3,4,3,1,9,6,3,0,4,3,3,1,3,2,1,0,4,3,3,1,1,0,1,0
1,4,1,1,3,0,3,0,4,1,1,1,3,0,3,0,4,1,1,1,3,0,3,0
1,1,0,0,4,1,3,0,1,0,1,0,3,0,3,0,1,0,1,0,3,0,3,0
4,2,3,1,18,16,2,0,2,3,4,1,2,1,1,0,2,3,4,1,1,0,1,0
4,2,2,0,12,10,2,0,2,2,4,0,2,1,1,0,2,2,4,0,1,0,1,0
4,2,0,3,11,9,2,1,2,0,4,3,2,1,1,0,2,0,4,3,1,0,1,0
4,2,2,2,10,8,2,0,2,2,4,2,2,1,1,0,2,2,4,2,1,0,1,0
4,3,3,0,9,8,1,0,3,3,4,0,1,0,1,0,3,3,4,0,1,0,1,0
0,0,2,0,20,2,18,1,0,2,0,0,18,1,17,1,0,2,0,0,17,1,16,1
0,2,1,4,10,0,10,8,2,1,0,4,10,1,9,8,2,1,0,4,9,0,9,8
4,4,3,3,9,8,1,0,4,3,4,3,1,0,1,0,4,3,4,3,1,0,1,0
1,0,0,4,1,0,1,0,0,0,1,4,1,0,1,0,0,0,1,4,1,0,1,0
4,1,2,3,15,13,2,1,1,2,4,3,2,1,1,0,1,2,4,3,1,0,1,0
3,4,1,2,9,6,3,1,4,1,3,2,3,2,1,0,4,1,3,2,1,0,1,0
0,0,1,2,17,1,16,7,0,1,0,2,16,1,15,7,0,1,0,2,15,1,14,7
2,1,1,3,9,4,5,3,1,1,2,3,5,2,3,2,1,1,2,3,3,1,2,1
2,3,2,2,5,2,3,1,3,2,2,2,3,1,2,1,3,2,2,2,2,1,1,0
0,1,3,4,26,2,24,21,1,3,0,4,24,2,22,19,1,3,0,4,22,2,20,18
1,4,3,1,2,0,2,0,4,3,1,1,2,0,2,0,4,3,1,1,2,0,2,0
0,3,0,1,5,0,5,1,3,0,0,1,5,0,5,1,3,0,0,1,5,0,5,1
2,2,0,0,5,2,3,0,2,0,2,0,3,1,2,0,2,0,2,0,2,1,1,0
3,1,0,0,6,4,2,0,1,0,3,0,2,1,1,0,1,0,3,0,1,0,1,0
1,3,3,0,6,1,5,0,3,3,1,0,5,1,4,0,3,3,1,0,4,1,3,0
4,4,3,2,1,0,1,0,4,3,4,2,1,0,1,0,4,3,4,2,1,0,1,0
4,3,1,1,17,15,2,0,3,1,4,1,2,1,1,0,3,1,4,1,1,0,1,0
4,1,4,4,29,26,3,2,1,4,4,4,3,2,1,0,1,4,4,4,1,0,1,0
4,4,1,4,0,0,0,0,4,1,4,4,0,0,0,0,4,1,4,4,0,0,0,0
4,2,1,2,7,6,1,0,2,1,4,2,1,0,1,0,2,1,4,2,1,0,1,0
2,3,3,1,18,9,9,2,3,3,2,1,9,4,5,1,3,3,2,1,5,2,3,0
3,4,1,1,8,5,3,0,4,1,3,1,3,2,1,0,4,1,3,1,1,0,1,0
3,3,3,1,9,6,3,0,3,3,3,1,3,2,1,0,3,3,3,1,1,0,1,0
4,1,3,0,28,25,3,0,1,3,4,0,3,2,1,0,1,3,4,0,1,0,1,0
3,3,1,1,6,4,2,0,3,1,3,1,2,1,1,0,3,1,3,1,1,0,1,0
2,1,0,0,6,3,3,0,1,0,2,0,3,1,2,0,1,0,2,0,2,1,1,0
2,1,3,0,27,13,14,1,1,3,2,0,14,7,7,0,1,3,2,0,7,3,4,0
2,4,0,3,3,1,2,1,4,0,2,3,2,0,2,1,4,0,2,3,2,0,2,1
1,0,0,1,17,5,12,3,0,0,1,1,12,3,9,2,0,0,1,1,9,2,7,2
4,1,2,0,9,8,1,0,1,2,4,0,1,0,1,0,1,2,4,0,1,0,1,0
1,0,0,4,7,2,5,4,0,0,1,4,5,1,4,3,0,0,1,4,4,1,3,2
3,4,2,0,10,6,4,0,4,2,3,0,4,2,2,0,4,2,3,0,2,1,1,0
1,0,1,2,15,4,11,5,0,1,1,2,11,3,8,4,0,1,1,2,8,2,6,3
0,3,1,2,13,1,12,6,3,1,0,2,12,1,11,5,3,1,0,2,11,1,10,4
2,0,1,0,16,8,8,0,0,1,2,0,8,3,5,0,0,1,2,0,5,2,3,0
2,2,3,1,18,8,10,3,2,3,2,1,10,5,5,1,2,3,2,1,5,2,3,0
0,0,4,1,28,2,26,7,0,4,0,1,26,2,24,7,0,4,0,1,24,2,22,6
1,0,1,4,27,8,19,17,0,1,1,4,19,5,14,12,0,1,1,4,14,4,10,9
3,3,3,4,13,9,4,3,3,3,3,4,4,2,2,1,3,3,3,4,2,1,1,0
0,2,3,3,17,1,16,11,2,3,0,3,16,1,15,10,2,3,0,3,15,1,14,9
1,4,1,3,2,0,2,1,4,1,1,3,2,0,2,1,4,1,1,3,2,0,2,1
0,0,2,3,23,2,21,14,0,2,0,3,21,2,19,13,0,2,0,3,19,1,18,12
2,0,2,0,23,11,12,1,0,2,2,0,12,6,6,0,0,2,2,0,6,3,3,0
1,4,0,3,7,2,5,3,4,0,1,3,5,1,4,2,4,0,1,3,4,1,3,2
0,3,0,4,2,0,2,1,3,0,0,4,2,0,2,1,3,0,0,4,2,0,2,1
3,3,1,4,4,2,2,1,3,1,3,4,2,1,1,0,3,1,3,4,1,0,1,0
1,0,3,2,22,6,16,8,0,3,1,2,16,4,12,6,0,3,1,2,12,3,9,4
3,3,3,1,14,9,5,1,3,3,3,1,5,3,2,0,3,3,3,1,2,1,1,0
3,0,0,2,12,8,4,2,0,0,3,2,4,2,2,0,0,0,3,2,2,1,1,0
2,3,0,0,13,6,7,0,3,0,2,0,7,3,4,0,3,0,2,0,4,1,3,0
4,0,0,3,7,6,1,0,0,0,4,3,1,0,1,0,0,0,4,3,1,0,1,0
1,4,1,0,3,0,3,0,4,1,1,0,3,0,3,0,4,1,1,0,3,0,3,0
3,0,1,4,18,12,6,5,0,1,3,4,6,4,2,1,0,1,3,4,2,1,1,0
3,3,3,3,4,2,2,1,3,3,3,3,2,1,1,0,3,3,3,3,1,0,1,0
4,4,4,1,9,8,1,0,4,4,4,1,1,0,1,0,4,4,4,1,1,0,1,0
1,2,0,3,8,2,6,4,2,0,1,3,6,1,5,3,2,0,1,3,5,1,4,2
3,2,3,1,22,15,7,2,2,3,3,1,7,4,3,0,2,3,3,1,3,2,1,0
2,1,2,0,13,6,7,0,1,2,2,0,7,3,4,0,1,2,2,0,4,2,2,0
1,4,4,4,17,5,12,10,4,4,1,4,12,3,9,8,4,4,1,4,9,2,7,6
1,3,3,0,7,2,5,0,3,3,1,0,5,1,4,0,3,3,1,0,4,1,3,0
4,0,4,0,29,26,3,0,0,4,4,0,3,2,1,0,0,4,4,0,1,0,1,0
4,0,3,4,24,21,3,2,0,3,4,4,3,2,1,0,0,3,4,4,1,0,1,0
3,0,2,4,14,9,5,4,0,2,3,4,5,3,2,1,0,2,3,4,2,1,1,0
3,4,4,4,9,6,3,2,4,4,3,4,3,2,1,0,4,4,3,4,1,0,1,0
3,1,2,1,9,6,3,0,1,2,3,1,3,2,1,0,1,2,3,1,1,0,1,0
2,0,0,0,12,5,7,0,0,0,2,0,7,3,4,0,0,0,2,0,4,2,2,0
0,2,0,2,6,0,6,3,2,0,0,2,6,0,6,2,2,0,0,2,6,0,6,3
2,1,1,3,12,6,6,4,1,1,2,3,6,3,3,2,1,1,2,3,3,1,2,1
0,4,1,0,1,0,1,0,4,1,0,0,1,0,1,0,4,1,0,0,1,0,1,0
3,2,3,1,17,11,6,1,2,3,3,1,6,4,2,0,2,3,3,1,2,1,1,0
4,4,4,1,3,2,1,0,4,4,4,1,1,0,1,0,4,4,4,1,1,0,1,0
4,2,1,2,13,11,2,0,2,1,4,2,2,1,1,0,2,1,4,2,1,0,1,0
2,0,4,1,29,14,15,4,0,4,2,1,15,7,8,2,0,4,2,1,8,4,4,1
1,3,0,3,0,0,0,0,3,0,1,3,0,0,0,0,3,0,1,3,0,0,0,0
2,0,4,3,29,14,15,10,0,4,2,3,15,7,8,5,0,4,2,3,8,4,4,2
3,4,2,1,5,3,2,0,4,2,3,1,2,1,1,0,4,2,3,1,1,0,1,0
1,0,0,4,8,2,6,5,0,0,1,4,6,1,5,4,0,0,1,4,5,1,4,3
2,1,2,4,15,7,8,7,1,2,2,4,8,3,5,4,1,2,2,4,5,2,3,2
3,3,4,2,18,12,6,2,3,4,3,2,6,4,2,1,3,4,3,2,2,1,1,0
0,4,4,2,0,0,0,0,4,4,0,2,0,0,0,0,4,4,0,2,0,0,0,0
4,4,1,4,8,7,1,0,4,1,4,4,1,0,1,0,4,1,4,4,1,0,1,0
4,1,3,0,29,26,3,0,1,3,4,0,3,2,1,0,1,3,4,0,1,0,1,0
2,4,1,1,4,1,3,0,4,1,2,1,3,1,2,0,4,1,2,1,2,0,2,0
4,2,4,0,20,18,2,0,2,4,4,0,2,1,1,0,2,4,4,0,1,0,1,0
3,2,0,2,16,11,5,2,2,0,3,2,5,3,2,0,2,0,3,2,2,1,1,0
1,0,3,0,28,8,20,2,0,3,1,0,20,5,15,1,0,3,1,0,15,4,11,1
2,3,0,0,1,0,1,0,3,0,2,0,1,0,1,0,3,0,2,0,1,0,1,0
4,2,2,3,13,11,2,1,2,2,4,3,2,1,1,0,2,2,4,3,1,0,1,0
3,1,0,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,3,0,1,0,1,0
0,1,2,1,17,1,16,4,1,2,0,1,16,1,15,4,1,2,0,1,15,1,14,4
2,4,2,2,4,1,3,1,4,2,2,2,3,1,2,0,4,2,2,2,2,1,1,0
0,3,3,4,23,2,21,18,3,3,0,4,21,2,19,17,3,3,0,4,19,1,18,16
0,4,4,1,9,0,9,2,4,4,0,1,9,0,9,2,4,4,0,1,9,0,9,2
2,4,4,0,13,6,7,0,4,4,2,0,7,3,4,0,4,4,2,0,4,2,2,0
3,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0
4,1,4,2,24,21,3,1,1,4,4,2,3,2,1,0,1,4,4,2,1,0,1,0
3,0,0,4,12,8,4,3,0,0,3,4,4,2,2,1,0,0,3,4,2,1,1,0
0,0,3,1,26,2,24,7,0,3,0,1,24,2,22,6,0,3,0,1,22,2,20,6
3,2,0,4,1,0,1,0,2,0,3,4,1,0,1,0,2,0,3,4,1,0,1,0
2,0,0,1,8,3,5,1,0,0,2,1,5,2,3,0,0,0,2,1,3,1,2,0
1,2,2,4,14,4,10,8,2,2,1,4,10,3,7,6,2,2,1,4,7,2,5,4
1,4,0,4,8,2,6,5,4,0,1,4,6,1,5,4,4,0,1,4,5,1,4,3
4,4,3,3,6,5,1,0,4,3,4,3,1,0,1,0,4,3,4,3,1,0,1,0
3,0,2,4,25,17,8,7,0,2,3,4,8,5,3,2,0,2,3,4,3,2,1,0
4,1,0,3,6,5,1,0,1,0,4,3,1,0,1,0,1,0,4,3,1,0,1,0
1,4,4,1,4,1,3,0,4,4,1,1,3,0,3,0,4,4,1,1,3,0,3,0
1,0,3,1,28,8,20,5,0,3,1,1,20,5,15,4,0,3,1,1,15,4,11,3
0,3,1,3,7,0,7,4,3,1,0,3,7,0,7,4,3,1,0,3,7,0,7,4
